ID,Flood depth RP 1000,Flood depth RP 100,Flood depth RP 10
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0.336899995803833,0.033100001513958,0
25,0.228000000119209,0.0245999991893768,0
26,0.151199996471405,0.0245999991893768,0
27,0.228000000119209,0.025000000372529,0
28,0.110699996352196,0.0399999991059303,0
29,0.0294000003486872,0.00999999977648258,0
30,0,0.00400000018998981,0
31,0,0,0
32,0,0,0
33,0,0.00490000005811453,0
34,0.361099988222122,0.0443000011146069,0
35,0.352899998426437,0.0423999987542629,0
36,0.342400014400482,0.0399999991059303,0
37,0.332300007343292,0.0315999984741211,0
38,0.32820001244545,0.0320999994874001,0
39,0.326499998569489,0.02280000038445,0
40,0.331999987363815,0.0368000008165836,0
41,0.408399999141693,0.0142000000923872,0
42,0.393200010061264,0.0165999997407198,0
43,0.408399999141693,0.0172000005841255,0
44,0.400000005960464,0.067500002682209,0
45,0.378600001335144,0.0107000004500151,0
46,0.0294000003486872,0.0113000003620982,0
47,0.400000005960464,0.0113000003620982,0
48,0.400000005960464,0.0113000003620982,0
49,0,0.00999999977648258,0
50,0,0,0
51,0.280400007963181,0.209999993443489,0
52,0,0,0
53,0.817200005054474,0.359100013971329,0
54,0.809499979019165,0.346100002527237,0
55,0.654699981212616,0.224900007247925,0
56,0.482300013303757,0.381000012159348,0
57,0.796000003814697,0.346100002527237,0
58,0.662800014019012,0.232800006866455,0
59,0.815599977970123,0.323100000619888,0
60,0.724200010299683,0.274500012397766,0
61,0.796000003814697,0.287499994039536,0
62,0.785700023174286,0.339399993419647,0
63,0,0,0
64,0.28150001168251,0,0
65,0.281800001859665,0,0
66,0.281699985265732,0,0
67,0.182799994945526,0,0
68,0.0711999982595444,0,0
69,0,0,0
70,0,0,0
71,0.329800009727478,0.024100000038743,0
72,0.332399994134903,0.0370999984443188,0
73,0.355800002813339,0.0177999995648861,0
74,0.36370000243187,0.0256999991834164,0
75,0.32940000295639,0.0458999983966351,0
76,0.328999996185303,0.0509999990463257,0
77,0.544799983501434,0.153999999165535,0
78,0.56360000371933,0.138400003314018,0
79,0.340799987316132,0.105700001120567,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0.381000012159348,0.0478999987244606,0
124,0.389299988746643,0.0597000010311604,0
125,0.424600005149841,0.0731000006198883,0
126,0.700399994850159,0.156700000166893,0
127,0.65829998254776,0.138400003314018,0
128,0.520399987697601,0.101999998092651,0
129,0.557799994945526,0.113300003111362,0
130,0.598599970340729,0.127100005745888,0
131,0.563899993896484,0.127100005745888,0
132,0.564899981021881,0.110399998724461,0
133,0.435699999332428,0.0732000023126602,0
134,0.433099985122681,0.0732000023126602,0
135,0.489300012588501,0.0921000018715858,0
136,0.481499999761581,0.101099997758865,0
137,0.426400005817413,0.0790999978780746,0
138,0.484699994325638,0.108300000429153,0
139,0.551900029182434,0.124200001358986,0
140,0.551900029182434,0.138600006699562,0
141,0.583700001239777,0.138600006699562,0
142,0.413100004196167,0.0737999975681305,0
143,0.624100029468536,0.142499998211861,0
144,0.73879998922348,0.192499995231628,0
145,0.663299977779388,0.17059999704361,0
146,0.640600025653839,0.17059999704361,0
147,0.655499994754791,0.157199993729591,0
148,0.738399982452393,0.196600005030632,0
149,0.698000013828278,0.192499995231628,0
150,0.639599978923798,0.165099993348122,0
151,0.640600025653839,0.154100000858307,0
152,0.722199976444244,0.204300001263618,0
153,0.682600021362305,0.174799993634224,0
154,0.702000021934509,0.187299996614456,0
155,0.663299977779388,0.17059999704361,0
156,0.678300023078918,0.180800005793571,0
157,0.678300023078918,0.180800005793571,0
158,0.533800005912781,0.116200000047684,0
159,0.501200020313263,0.116200000047684,0
160,0.598900020122528,0.149599999189377,0
161,0.45100000500679,0.0974999964237213,0
162,0.564800024032593,0.134900003671646,0
163,0.469700008630753,0.104000002145767,0
164,0.622200012207031,0.165099993348122,0
165,0.598900020122528,0.149599999189377,0
166,0.583700001239777,0.154100000858307,0
167,0.501200020313263,0.104000002145767,0
168,0.564800024032593,0.129399999976158,0
169,0.45100000500679,0.092799998819828,0
170,0.462000012397766,0.0904000028967857,0
171,0.492300003767014,0.0899000018835068,0
172,0.532800018787384,0.0983999967575073,0
173,0.569700002670288,0.107600003480911,0
174,0.608299970626831,0.119000002741814,0
175,0.499000012874603,0.0996000021696091,0
176,0.605099976062775,0.113200001418591,0
177,0.469999998807907,0.0812999978661537,0
178,0.528199970722198,0.104400001466274,0
179,0.490399986505508,0.0892999991774559,0
180,0.492300003767014,0.0892999991774559,0
181,0.441399991512299,0.0799999982118607,0
182,0.646000027656555,0.13230000436306,0
183,0.544000029563904,0.126900002360344,0
184,0.532599985599518,0.12610000371933,0
185,0.532599985599518,0.11259999871254,0
186,0.507700026035309,0.11259999871254,0
187,0.587499976158142,0.126900002360344,0
188,0.507700026035309,0.100400000810623,0
189,0.402599990367889,0.0696000009775162,0
190,0.544000029563904,0.113300003111362,0
191,0.57889997959137,0.126900002360344,0
192,0.544000029563904,0.11259999871254,0
193,0.428299993276596,0.0974999964237213,0
194,0.484699994325638,0.0966000035405159,0
195,0.428299993276596,0.0781000033020973,0
196,0.566799998283386,0.12610000371933,0
197,0.57889997959137,0.142100006341934,0
198,0.57889997959137,0.140900000929832,0
199,0.611599981784821,0.162400007247925,0
200,0.554799973964691,0.113499999046326,0
201,0.425599992275238,0.0799999982118607,0
202,0.61599999666214,0.149000003933907,0
203,0.521000027656555,0.119000002741814,0
204,0.482100009918213,0.109600000083447,0
205,0.554799973964691,0.130199998617172,0
206,0.496199995279312,0.119000002741814,0
207,0.481000006198883,0.101899996399879,0
208,0.452199995517731,0.109600000083447,0
209,0.517799973487854,0.101899996399879,0
210,0.546500027179718,0.148300006985664,0
211,0.559700012207031,0.130199998617172,0
212,0.541400015354156,0.135199993848801,0
213,0.516700029373169,0.122000001370907,0
214,0.521000027656555,0.113499999046326,0
215,0.574899971485138,0.143299996852875,0
216,0.541400015354156,0.149000003933907,0
217,0.452199995517731,0.0799999982118607,0
218,0.57779997587204,0.148300006985664,0
219,0.496199995279312,0.109399996697903,0
220,0.546500027179718,0.122000001370907,0
221,0.46110001206398,0.109399996697903,0
222,0.46110001206398,0.0835999995470047,0
223,0.447200000286102,0.0835999995470047,0
224,0.481000006198883,0.100000001490116,0
225,0.869300007820129,0.208599999547005,0
226,0.793699979782104,0.239399999380112,0
227,0.825800001621246,0.239399999380112,0
228,0.845700025558472,0.248500004410744,0
229,0.825800001621246,0.268700003623962,0
230,0.845700025558472,0.248500004410744,0
231,0.845700025558472,0.278600007295609,0
232,0.825800001621246,0.257699996232986,0
233,0.833400011062622,0.257699996232986,0
234,0.772199988365173,0.221599996089935,0
235,0.776799976825714,0.235100001096725,0
236,0.776799976825714,0.215499997138977,0
237,0.791700005531311,0.219200000166893,0
238,0.804400026798248,0.221399992704391,0
239,0.815199971199036,0.223199993371964,0
240,0.842499971389771,0.23929999768734,0
241,0.842499971389771,0.189500004053116,0
242,0.854499995708466,0.223199993371964,0
243,0.85699999332428,0.268700003623962,0
244,0.88730001449585,0.276100009679794,0
245,0.88730001449585,0.289200007915497,0
246,0.87830001115799,0.289200007915497,0
247,0.897899985313416,0.278600007295609,0
248,0.612399995326996,0.159099996089935,0
249,0.624100029468536,0.142100006341934,0
250,0.624100029468536,0.159099996089935,0
251,0.624100029468536,0.160099998116493,0
252,0.667400002479553,0.160099998116493,0
253,0.667400002479553,0.159099996089935,0
254,0.655499994754791,0.174799993634224,0
255,0.698000013828278,0.177699998021126,0
256,0.710799992084503,0.19650000333786,0
257,0.676599979400635,0.179499998688698,0
258,0.778400003910065,0.229000002145767,0
259,0.803900003433228,0.230199992656708,0
260,0.751999974250793,0.224600002169609,0
261,0.611299991607666,0.175200000405312,0
262,0.828499972820282,0.260699987411499,0
263,0.860300004482269,0.27810001373291,0
264,0.818599998950958,0.224600002169609,0
265,0.818599998950958,0.228100001811981,0
266,0.832799971103668,0.255800008773804,0
267,0.832799971103668,0.252900004386902,0
268,0.611299991607666,0.162300005555153,0
269,0.574899971485138,0.143299996852875,0
270,0.611299991607666,0.143299996852875,0
271,0.804400026798248,0.322299987077713,0
272,0.804400026798248,0.340000003576279,0
273,0.802799999713898,0.340000003576279,0
274,0.802799999713898,0.340799987316132,0
275,0.80129998922348,0.340799987316132,0
276,0.746500015258789,0.276399999856949,0
277,0.264699995517731,0.016100000590086,0
278,0.264899998903275,0.0164000000804663,0
279,0.266299992799759,0.0197000000625849,0
280,0.916499972343445,0.309799998998642,0
281,0.941200017929077,0.309799998998642,0
282,0.88730001449585,0.309799998998642,0
283,0.843200027942657,0.238000005483627,0
284,0.878799974918365,0.189500004053116,0
285,0.921299993991852,0.303900003433228,0
286,0.970899999141693,0.311199992895126,0
287,0.897899985313416,0.27810001373291,0
288,0.910300016403198,0.289200007915497,0
289,0.873300015926361,0.210800006985664,0
290,0.854499995708466,0.178100004792213,0
291,0.924099981784821,0.27810001373291,0
292,0.897899985313416,0.262699991464615,0
293,0.961499989032745,0.310000002384186,0
294,1.0058000087738,0.34349998831749,0
295,0.910300016403198,0.29899999499321,0
296,0.986400008201599,0.327199995517731,0
297,1.02450001239777,0.364499986171722,0
298,0.910300016403198,0.29899999499321,0
299,0.924099981784821,0.237200006842613,0
300,0.869300007820129,0.178100004792213,0
301,0.873300015926361,0.189500004053116,0
302,0.843200027942657,0.210800006985664,0
303,0.924099981784821,0.259099990129471,0
304,0.941200017929077,0.310000002384186,0
305,0.961499989032745,0.294699996709824,0
306,1.02450001239777,0.364499986171722,0
307,0.854499995708466,0.211899995803833,0
308,0.599799990653992,0.107500001788139,0
309,0.509800016880035,0.0157999992370605,0
310,0.469999998807907,0,0
311,0.646899998188019,0.0188999995589256,0
312,0.60479998588562,0.0403000004589558,0
313,0.738600015640259,0.0812000036239624,0
314,0.528199970722198,0.0157999992370605,0
315,0.789699971675873,0.0763000026345253,0
316,0.689499974250793,0.046900000423193,0
317,0.602800011634827,0.0122999995946884,0
318,0.535000026226044,0.00999999977648258,0
319,0.528199970722198,0.00999999977648258,0
320,0.691299974918365,0.0763000026345253,0
321,0.738600015640259,0.062100000679493,0
322,0.738600015640259,0.0812000036239624,0
323,0.738600015640259,0.046900000423193,0
324,0.398099988698959,0,0
325,0.789699971675873,0.160099998116493,0
326,0.469999998807907,0.00999999977648258,0
327,0.691299974918365,0.062100000679493,0
328,0.685100018978119,0.0188999995589256,0
329,0.60479998588562,0.120399996638298,0
330,0.60479998588562,0.120399996638298,0
331,0,0,0
332,0.689899981021881,0.180000007152557,0
333,0.833400011062622,0.203700006008148,0
334,0.733399987220764,0.181400001049042,0
335,0.786300003528595,0.204799994826317,0
336,0.789699971675873,0.122500002384186,0
337,0.792699992656708,0.168300002813339,0
338,0.833400011062622,0.168300002813339,0
339,0.733399987220764,0.204799994826317,0
340,0.653199970722198,0.155200004577637,0
341,0.60479998588562,0.0403000004589558,0
342,0.809000015258789,0.203700006008148,0
343,0.736000001430511,0.180000007152557,0
344,0.786300003528595,0.168300002813339,0
345,0.653199970722198,0.122500002384186,0
346,0.792699992656708,0.168300002813339,0
347,0,0,0
348,0.64410001039505,0.123599998652935,0
349,0.525600016117096,0.0957000032067299,0
350,0.56470000743866,0.0122999995946884,0
351,0.602199971675873,0.0102000003680587,0
352,0.421299993991852,0,0
353,0.293999999761581,0,0
354,0.124700002372265,0,0
355,0.124700002372265,0,0
356,0.396699994802475,0,0
357,0.094200000166893,0,0
358,0.396699994802475,0,0
359,0.293999999761581,0,0
360,0.79339998960495,0.186599999666214,0
361,0.737100005149841,0.177300006151199,0
362,0.479299992322922,0.0351999998092651,0
363,0.819000005722046,0.272300004959106,0
364,0.842100024223328,0.142000004649162,0
365,0.719099998474121,0.270500004291534,0
366,0.754199981689453,0.186599999666214,0
367,0.588900029659271,0.0533000007271767,0
368,0.908200025558472,0.22859999537468,0
369,0.910700023174286,0.126599997282028,0
370,0.124399997293949,0,0
371,0.241300001740456,0,0
372,0.254900008440018,0,0
373,0.446000009775162,0,0
374,0.30239999294281,0,0
375,0.322899997234344,0,0
376,0.569599986076355,0.149900004267693,0
377,0.461299985647202,0,0
378,0.761799991130829,0.186599999666214,0
379,0.30239999294281,0,0
380,0.59579998254776,0.0320999994874001,0
381,0.538699984550476,0.149900004267693,0
382,0.835099995136261,0.259700000286102,0
383,0.322899997234344,0,0
384,0.322899997234344,0,0
385,0.764299988746643,0.275499999523163,0
386,0.730400025844574,0.241899996995926,0
387,0.30239999294281,0,0
388,0.570900022983551,0.0386999994516373,0
389,0.764299988746643,0.182199999690056,0
390,0.761799991130829,0.154400005936623,0
391,0.347299993038177,0,0
392,0.861000001430511,0.275200009346008,0
393,0.557299971580505,0.0315000005066395,0
394,0.517499983310699,0,0
395,0.249799996614456,0,0
396,0.591600000858307,0.121299996972084,0
397,0.313100010156631,0,0
398,0.322299987077713,0,0
399,0.436699986457825,0,0
400,0.372599989175797,0,0
401,0.583500027656555,0.033100001513958,0
402,0.583500027656555,0.0626000016927719,0
403,1.16489994525909,0,0
404,0.426600009202957,0.0588000006973743,0
405,0.423200011253357,0.065700002014637,0
406,0.435999989509583,0.065700002014637,0
407,0.435999989509583,0.00999999977648258,0
408,0.414700001478195,0.0165999997407198,0
409,0.407499998807907,0.0313999988138676,0
410,0.3158999979496,0.0535999983549118,0
411,0.437700003385544,0.0729999989271164,0
412,0.418900012969971,0.0725999996066093,0
413,0.39300000667572,0.0551999993622303,0
414,0.395300000905991,0.0573999993503094,0
415,0.145300000905991,0,0
416,0.423200011253357,0.0487999990582466,0
417,0.165600001811981,0,0
418,0.574100017547607,0.0744000002741814,0
419,0.740400016307831,0.179900005459785,0
420,0.673200011253357,0.241899996995926,0
421,0.688199996948242,0.163800001144409,0
422,0.625400006771088,0.194999992847443,0
423,0.671700000762939,0.194999992847443,0
424,0.677699983119965,0.0903000012040138,0
425,0.194499999284744,0,0
426,0.275799989700317,0,0
427,0.136700004339218,0,0
428,0.216800004243851,0,0
429,0.213200002908707,0,0
430,0.400000005960464,0.0377000011503696,0
431,0.617299973964691,0.140799999237061,0
432,0.576099991798401,0.126599997282028,0
433,0,0,0
434,0.335900008678436,0.0366999991238117,0
435,0.337799996137619,0.0377999991178513,0
436,0,0,0
437,0,0,0
438,0,0,0
439,0,0,0
440,0,0,0
441,0.0427000001072884,0,0
442,0.0425999984145164,0,0
443,0.0452999994158745,0,0
444,0.0395999997854233,0,0
445,0.0524000003933907,0,0
446,0.345099985599518,0.0410999990999699,0
447,0.341800004243851,0.0381000004708767,0
448,0,0,0
449,0,0,0
450,0.898299992084503,0.144999995827675,0
451,0,0,0
452,0.606400012969971,0,0
453,0.234099999070168,0,0
454,0.0281000006943941,0,0
455,0,0,0
456,0,0,0
457,0.00999999977648258,0,0
458,0.137700006365776,0,0
459,0.272899985313416,0,0
460,0.0577999986708164,0,0
461,0.137700006365776,0,0
462,0.446200013160706,0,0
463,0.391499996185303,0,0
464,0.805599987506866,0.33840000629425,0
465,0.569500029087067,0.140699997544289,0
466,0.755299985408783,0.275499999523163,0
467,0.473300009965897,0.0544000007212162,0
468,0.00999999977648258,0,0
469,0.576099991798401,0.12780000269413,0
470,0.46110001206398,0.0989999994635582,0
471,0.419400006532669,0.0703999996185303,0
472,0.46110001206398,0.0989999994635582,0
473,0.590300023555756,0.140799999237061,0
474,0.419400006532669,0.0835999995470047,0
475,0.603999972343445,0.126599997282028,0
476,0,0,0
477,0,0,0
478,0,0,0
479,0,0,0
480,0,0,0
481,0,0,0
482,0,0,0
483,0,0,0
484,0,0,0
485,0,0,0
486,0,0,0
487,0,0,0
488,0.133900001645088,0,0
489,0,0,0
490,0.178700000047684,0,0
491,0.178700000047684,0,0
492,0.178700000047684,0,0
493,0,0,0
494,0,0,0
495,0,0,0
496,0,0,0
497,0,0,0
498,0.178700000047684,0,0
499,1.14579999446869,0.345400005578995,0
500,1.00569999217987,0.293700009584427,0
501,0.805499970912933,0.106700003147125,0
502,1.11800003051758,0.124499998986721,0
503,1.10469996929169,0.366699993610382,0
504,1.11000001430511,0.314399987459183,0
505,1.15170001983643,0.314399987459183,0
506,0,0,0
507,0,0,0
508,0,0,0
509,0,0,0
510,0,0,0
511,0,0,0
512,0,0,0
513,0,0,0
514,0,0,0
515,0,0,0
516,0,0,0
517,0,0,0
518,0,0,0
519,0,0,0
520,0,0,0
521,0,0,0
522,0,0,0
523,0,0,0
524,0,0,0
525,0,0,0
526,0,0,0
527,0,0,0
528,0,0,0
529,0,0,0
530,0,0,0
531,0,0,0
532,0,0,0
533,0,0,0
534,0,0,0
535,0,0,0
536,0,0,0
537,0,0,0
538,0,0,0
539,0,0,0
540,0,0,0
541,0,0,0
542,0,0,0
543,0,0,0
544,0,0,0
545,0,0,0
546,0,0,0
547,0,0,0
548,0,0,0
549,0,0,0
550,0,0,0
551,0,0,0
552,0,0,0
553,0,0,0
554,0,0,0
555,0,0,0
556,0,0,0
557,0,0,0
558,0,0,0
559,0,0,0
560,0,0,0
561,0,0,0
562,0,0,0
563,0,0,0
564,0,0,0
565,0,0,0
566,0,0,0
567,0,0,0
568,0,0,0
569,0,0,0
570,0,0,0
571,0,0,0
572,0,0,0
573,0,0,0
574,0,0,0
575,0,0,0
576,0,0,0
577,0,0,0
578,0,0,0
579,0,0,0
580,0,0,0
581,0,0,0
582,0,0,0
583,0,0,0
584,0,0,0
585,0,0,0
586,0,0,0
587,0,0,0
588,0,0,0
589,0.0253999996930361,0,0
590,0,0,0
591,0,0,0
592,0,0,0
593,0,0,0
594,0,0,0
595,0,0,0
596,0,0,0
597,0,0,0
598,0,0,0
599,0,0,0
600,0,0,0
601,0,0,0
602,0,0,0
603,0,0,0
604,0,0,0
605,0,0,0
606,0,0,0
607,0,0,0
608,0,0,0
609,0,0,0
610,0,0,0
611,0,0,0
612,0,0,0
613,0,0,0
614,0,0,0
615,0,0,0
616,0,0,0
617,0,0,0
618,0,0,0
619,0,0,0
620,0,0,0
621,0,0,0
622,0,0,0
623,0,0,0
624,0,0,0
625,0,0,0
